Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
19 July 2024,19:53:00,CNR5094376567,Canceled by Driver,CID919571,eBike,Devanahalli,Marathahalli,null,null,null,Personal & Car related issue,null,null,246,null,0,null,null
30 July 2024,12:06:00,CNR1893201508,Success,CID942177,Mini,HSR Layout,HSR Layout,294,55,null,null,No,null,274,Cash,1,3.6,4.5
07 July 2024,19:40:00,CNR5074298099,Success,CID846103,Prime Sedan,HSR Layout,Whitefield,301,35,null,null,No,null,286,UPI,22,3.5,3.4
21 July 2024,01:02:00,CNR2281157114,Success,CID131488,Prime Sedan,RT Nagar,Majestic,77,130,null,null,No,null,638,UPI,20,4.0,3.3
06 July 2024,21:52:00,CNR4950981431,Success,CID459934,Auto,Kengeri,Hebbal,126,85,null,null,No,null,953,UPI,19,3.8,4.2
22 July 2024,12:56:00,CNR5997420388,Canceled by Customer,CID132212,Prime SUV,Chickpet,Koramangala,null,null,Driver asked to cancel,null,null,null,157,null,0,null,null
02 July 2024,10:56:00,CNR2321188573,Canceled by Driver,CID307315,Prime SUV,Cox Town,Yelahanka,null,null,null,Customer related issue,null,null,140,null,0,null,null
25 July 2024,03:15:00,CNR3939359326,Success,CID470530,Prime SUV,Varthur,Rajajinagar,203,75,null,null,No,null,763,UPI,34,4.7,3.2
25 July 2024,10:59:00,CNR5602793736,Canceled by Driver,CID254202,Mini,Hosur Road,Chamarajpet,null,null,null,Customer related issue,null,null,804,null,0,null,null
10 July 2024,00:38:00,CNR6225502169,Success,CID980727,Prime SUV,Kammanahalli,Hennur,273,110,null,null,No,null,559,Cash,5,3.2,3.8
18 July 2024,01:23:00,CNR6492506630,Success,CID358812,Prime SUV,Whitefield,Bellandur,210,45,null,null,No,null,257,Cash,32,3.2,4.8
30 July 2024,19:37:00,CNR6562373788,Success,CID621677,eBike,Magadi Road,Banashankari,105,100,null,null,No,null,371,Cash,11,5.0,3.5
16 July 2024,16:30:00,CNR1482689284,Success,CID955778,Bike,Majestic,Chickpet,42,115,null,null,No,null,382,Cash,44,3.7,4.2
03 July 2024,22:00:00,CNR5392812023,Success,CID758816,Prime Sedan,Devanahalli,Hebbal,280,110,null,null,No,null,444,UPI,22,4.7,4.2
19 July 2024,03:41:00,CNR3066501835,Success,CID244477,Mini,Vijayanagar,KR Puram,196,135,null,null,No,null,313,Cash,32,3.4,3.4
12 July 2024,13:15:00,CNR7638328063,Success,CID372112,eBike,Rajarajeshwari Nagar,RT Nagar,224,30,null,null,No,null,625,UPI,45,3.5,3.5
03 July 2024,07:58:00,CNR3954408054,Driver Not Found,CID922551,eBike,Electronic City,Rajarajeshwari Nagar,null,null,null,null,null,null,710,null,0,null,null
11 July 2024,04:04:00,CNR1970834582,Success,CID701711,Auto,Richmond Town,Tumkur Road,98,50,null,null,No,null,394,Cash,15,4.5,4
24 July 2024,15:51:00,CNR6100333384,Canceled by Customer,CID446949,Prime SUV,Cox Town,Indiranagar,null,null,Driver asked to cancel,null,null,null,204,null,0,null,null
22 July 2024,20:26:00,CNR2006869937,Canceled by Driver,CID534578,Mini,Kengeri,Sahakar Nagar,null,null,null,Customer was coughing/sick,null,null,145,null,0,null,null
21 July 2024,17:55:00,CNR4565632076,Success,CID252543,Auto,Bellandur,Devanahalli,231,30,null,null,No,null,169,UPI,11,3.6,3.9
13 July 2024,17:13:00,CNR7424641886,Success,CID949231,Prime Sedan,Basavanagudi,Sahakar Nagar,280,30,null,null,No,null,419,UPI,9,4.5,3.4
29 July 2024,18:58:00,CNR1839795660,Success,CID176243,Prime SUV,Chamarajpet,Yelahanka,224,75,null,null,Yes,Other Issue,454,Cash,44,3.4,4.5
09 July 2024,21:51:00,CNR7973237841,Success,CID191757,Prime SUV,Yeshwanthpur,Kammanahalli,84,40,null,null,No,null,863,Cash,18,3.1,5
27 July 2024,15:36:00,CNR6716670965,Driver Not Found,CID598019,eBike,BTM Layout,Banashankari,null,null,null,null,null,null,405,null,0,null,null
13 July 2024,18:17:00,CNR7561335894,Success,CID645721,eBike,Ulsoor,Yelahanka,168,45,null,null,No,null,148,Credit Card,10,4.1,4.5
03 July 2024,09:02:00,CNR1005939997,Success,CID219227,Auto,Kammanahalli,Vijayanagar,224,60,null,null,No,null,733,UPI,5,3.6,3.3
02 July 2024,06:26:00,CNR9005413085,Success,CID859176,Bike,Varthur,Kadugodi,105,100,null,null,No,null,129,Cash,27,5.0,4.2
16 July 2024,22:50:00,CNR7048415283,Success,CID940874,Prime Plus,RT Nagar,MG Road,147,45,null,null,No,null,179,Cash,30,4.0,3.4
12 July 2024,02:49:00,CNR7946098920,Driver Not Found,CID688309,Bike,Ramamurthy Nagar,Bellandur,null,null,null,null,null,null,383,null,0,null,null
10 July 2024,03:06:00,CNR4010359416,Canceled by Driver,CID802780,eBike,Mysore Road,Vijayanagar,null,null,null,More than permitted people in there,null,null,859,null,0,null,null
19 July 2024,16:36:00,CNR4297239582,Success,CID415917,Bike,Shivajinagar,Jayanagar,238,25,null,null,No,null,360,UPI,13,3.5,3.4
10 July 2024,10:14:00,CNR1356110582,Canceled by Driver,CID980727,Bike,Langford Town,RT Nagar,null,null,null,Personal & Car related issue,null,null,690,null,0,null,null
12 July 2024,05:58:00,CNR2552679255,Success,CID507686,Prime Sedan,MG Road,Tumkur Road,182,40,null,null,No,null,951,Cash,29,3.1,3.4
29 July 2024,13:52:00,CNR6151816816,Canceled by Customer,CID866311,Bike,Magadi Road,Malleshwaram,null,null,Driver is not moving towards pickup location,null,null,null,130,null,0,null,null
06 July 2024,00:41:00,CNR1713082966,Canceled by Driver,CID218624,Bike,Sarjapur Road,Bellandur,null,null,null,Customer related issue,null,null,149,null,0,null,null
02 July 2024,07:37:00,CNR6489074001,Success,CID901145,Prime Sedan,Varthur,Rajarajeshwari Nagar,42,130,null,null,No,null,318,Cash,44,3.4,4.8
25 July 2024,05:39:00,CNR4852403475,Success,CID288177,eBike,Peenya,Indiranagar,56,100,null,null,No,null,481,UPI,3,3.0,3.1
26 July 2024,15:30:00,CNR9855679187,Success,CID667734,Prime SUV,BTM Layout,Padmanabhanagar,84,45,null,null,Yes,Other Issue,810,UPI,36,3.2,4.2
10 July 2024,13:24:00,CNR1275746765,Success,CID495746,Prime SUV,Kammanahalli,Hebbal,56,60,null,null,No,null,118,UPI,45,3.3,4.5
10 July 2024,09:37:00,CNR7200381295,Success,CID519129,Prime SUV,Rajarajeshwari Nagar,Frazer Town,140,110,null,null,No,null,476,Cash,30,4.0,4.7
26 July 2024,04:48:00,CNR6596170729,Canceled by Driver,CID952218,Prime Plus,Koramangala,Frazer Town,null,null,null,Personal & Car related issue,null,null,486,null,0,null,null
17 July 2024,03:52:00,CNR8743229892,Success,CID762161,Prime SUV,KR Puram,BTM Layout,98,30,null,null,No,null,816,Cash,20,3.2,4.2
05 July 2024,20:35:00,CNR3511171067,Canceled by Customer,CID672958,Prime SUV,Kadugodi,BTM Layout,null,null,Change of plans,null,null,null,321,null,0,null,null
11 July 2024,08:41:00,CNR8758934289,Success,CID301998,Bike,Frazer Town,Hebbal,84,75,null,null,No,null,439,Cash,44,4.2,3.5
18 July 2024,03:17:00,CNR7032795857,Success,CID607403,Auto,Padmanabhanagar,Hennur,35,45,null,null,No,null,957,UPI,16,4.6,3.2
29 July 2024,07:27:00,CNR5008119771,Success,CID339418,Bike,Majestic,Peenya,147,130,null,null,No,null,130,Cash,6,4.6,3.2
18 July 2024,15:05:00,CNR7662523643,Canceled by Driver,CID604396,Prime SUV,Bannerghatta Road,Ulsoor,null,null,null,Personal & Car related issue,null,null,137,null,0,null,null
22 July 2024,13:18:00,CNR3500279552,Success,CID458643,Prime SUV,Kammanahalli,Basavanagudi,140,115,null,null,No,null,395,Cash,18,4.8,3.2
16 July 2024,02:10:00,CNR1040028686,Success,CID874474,Prime Plus,Kammanahalli,Yeshwanthpur,91,95,null,null,No,null,128,Credit Card,46,4.9,4.1
21 July 2024,06:53:00,CNR4210964943,Success,CID834390,Bike,Bellandur,Whitefield,245,115,null,null,No,null,267,Cash,41,3.3,3.7
10 July 2024,23:25:00,CNR7345208587,Success,CID300604,Prime Plus,Rajarajeshwari Nagar,Indiranagar,77,110,null,null,No,null,152,Cash,31,3.1,3.1
26 July 2024,00:48:00,CNR6488989065,Driver Not Found,CID367915,eBike,Rajarajeshwari Nagar,Richmond Town,null,null,null,null,null,null,1153,null,0,null,null
20 July 2024,10:43:00,CNR9968121559,Success,CID366272,Auto,BTM Layout,Kadugodi,175,60,null,null,No,null,486,Cash,11,4.5,4
17 July 2024,09:30:00,CNR9246115840,Success,CID479702,Prime Plus,Richmond Town,Peenya,301,40,null,null,No,null,717,Cash,47,3.4,4.4
24 July 2024,22:35:00,CNR9158959128,Driver Not Found,CID448618,Prime Sedan,Hebbal,Banashankari,null,null,null,null,null,null,414,null,0,null,null
12 July 2024,13:51:00,CNR1598781288,Success,CID635291,Auto,Chickpet,Vijayanagar,77,50,null,null,No,null,441,Cash,11,4.1,4
01 July 2024,19:52:00,CNR2277209569,Driver Not Found,CID571964,Bike,Yeshwanthpur,Rajajinagar,null,null,null,null,null,null,476,null,0,null,null
07 July 2024,05:07:00,CNR5215147606,Canceled by Customer,CID403088,Prime SUV,RT Nagar,Bannerghatta Road,null,null,Change of plans,null,null,null,467,null,0,null,null
19 July 2024,10:25:00,CNR3113184644,Success,CID446736,Prime Plus,Basavanagudi,Indiranagar,308,50,null,null,No,null,162,UPI,21,3.2,4.3
22 July 2024,22:12:00,CNR7604573265,Canceled by Driver,CID298546,eBike,Koramangala,Nagarbhavi,null,null,null,Personal & Car related issue,null,null,184,null,0,null,null
13 July 2024,10:22:00,CNR1902175722,Canceled by Customer,CID126937,Prime SUV,JP Nagar,BTM Layout,null,null,Change of plans,null,null,null,460,null,0,null,null
22 July 2024,16:16:00,CNR2337286602,Canceled by Customer,CID851384,eBike,Nagarbhavi,Basavanagudi,null,null,Driver is not moving towards pickup location,null,null,null,392,null,0,null,null
18 July 2024,23:28:00,CNR3812819228,Canceled by Customer,CID532494,Prime SUV,Langford Town,Chickpet,null,null,Driver is not moving towards pickup location,null,null,null,368,null,0,null,null
22 July 2024,01:24:00,CNR9967062411,Success,CID518194,Prime Sedan,Sahakar Nagar,Majestic,217,120,null,null,No,null,482,UPI,37,3.4,3.5
25 July 2024,11:43:00,CNR6928801606,Success,CID215470,eBike,Nagarbhavi,Hosur Road,77,50,null,null,No,null,359,UPI,41,3.1,4.8
03 July 2024,03:10:00,CNR8887547051,Driver Not Found,CID826019,Auto,Vijayanagar,Padmanabhanagar,null,null,null,null,null,null,464,null,0,null,null
01 July 2024,06:45:00,CNR8801010699,Canceled by Customer,CID179020,Auto,Shantinagar,Frazer Town,null,null,Driver asked to cancel,null,null,null,659,null,0,null,null
25 July 2024,11:31:00,CNR9307551935,Success,CID272526,Prime SUV,Shantinagar,Banashankari,98,60,null,null,No,null,336,Cash,1,4.5,3.7
05 July 2024,10:06:00,CNR3721423408,Success,CID841748,Auto,Yeshwanthpur,Kadugodi,231,70,null,null,No,null,430,Cash,14,3.1,4.6
23 July 2024,03:23:00,CNR4188491998,Success,CID244593,Prime Plus,Indiranagar,Koramangala,287,75,null,null,No,null,337,UPI,19,4.6,4.4
04 July 2024,22:00:00,CNR4684203179,Success,CID760471,Prime SUV,Hennur,Hebbal,56,65,null,null,No,null,883,Cash,11,4.9,3.5
26 July 2024,18:47:00,CNR6443801022,Success,CID407267,Prime Sedan,MG Road,Hebbal,84,120,null,null,No,null,204,UPI,31,4.1,4.2
13 July 2024,13:11:00,CNR3129276205,Success,CID213270,Auto,Electronic City,Koramangala,280,130,null,null,No,null,451,Credit Card,17,4.7,3.5
24 July 2024,11:08:00,CNR5951102569,Success,CID777599,eBike,Shivajinagar,Rajajinagar,56,110,null,null,No,null,438,Cash,9,4.5,3.1
09 July 2024,14:47:00,CNR5735421549,Success,CID756518,Prime Plus,Mysore Road,Jayanagar,287,95,null,null,No,null,302,Cash,35,4.6,3.4
29 July 2024,23:48:00,CNR1310997133,Canceled by Driver,CID630936,Bike,Yelahanka,Langford Town,null,null,null,Customer was coughing/sick,null,null,170,null,0,null,null
24 July 2024,01:22:00,CNR6382962442,Success,CID238159,eBike,Shivajinagar,Vijayanagar,77,30,null,null,No,null,284,UPI,30,3.3,3.4
21 July 2024,19:39:00,CNR5966666612,Success,CID416090,Prime SUV,Electronic City,Kammanahalli,224,35,null,null,No,null,558,UPI,19,4.7,4.5
25 July 2024,18:11:00,CNR8112837408,Success,CID146227,Mini,Malleshwaram,Marathahalli,224,30,null,null,No,null,493,Cash,34,4.1,3.5
30 July 2024,14:12:00,CNR1377247188,Success,CID416059,Bike,Majestic,Hulimavu,252,75,null,null,No,null,349,UPI,11,4.7,4.3
06 July 2024,18:26:00,CNR7198192150,Canceled by Driver,CID810870,Prime Plus,Tumkur Road,Hennur,null,null,null,More than permitted people in there,null,null,856,null,0,null,null
17 July 2024,08:11:00,CNR6326742644,Canceled by Driver,CID392223,Auto,Shivajinagar,Chamarajpet,null,null,null,Customer related issue,null,null,970,null,0,null,null
16 July 2024,15:03:00,CNR4296524286,Driver Not Found,CID604269,Prime SUV,Kammanahalli,Kengeri,null,null,null,null,null,null,234,null,0,null,null
30 July 2024,18:52:00,CNR2381493290,Canceled by Customer,CID641943,Prime SUV,Hosur Road,Kammanahalli,null,null,Change of plans,null,null,null,858,null,0,null,null
08 July 2024,07:42:00,CNR1493194468,Success,CID376612,eBike,KR Puram,Marathahalli,301,35,null,null,No,null,391,Cash,33,4.2,5
16 July 2024,12:51:00,CNR8782377897,Success,CID637928,Prime SUV,BTM Layout,Majestic,280,135,null,null,No,null,182,Cash,33,3.2,3.3
02 July 2024,08:49:00,CNR9684393759,Canceled by Customer,CID270600,Prime SUV,Kammanahalli,Jayanagar,null,null,Driver asked to cancel,null,null,null,891,null,0,null,null
15 July 2024,06:23:00,CNR5333818928,Success,CID770023,Prime SUV,Marathahalli,Sahakar Nagar,301,115,null,null,No,null,839,Cash,5,4.5,5
09 July 2024,02:38:00,CNR6327417132,Success,CID716042,Mini,Koramangala,Whitefield,280,90,null,null,No,null,901,UPI,36,3.2,4.8
06 July 2024,03:56:00,CNR1772132732,Success,CID539702,Bike,Nagarbhavi,Richmond Town,210,85,null,null,Yes,Vehicle Breakdown,605,Credit Card,22,4.8,4.3
23 July 2024,01:49:00,CNR9541683406,Success,CID644607,Prime Plus,Indiranagar,Padmanabhanagar,112,105,null,null,Yes,Vehicle Breakdown,357,UPI,45,4.3,4.6
21 July 2024,13:01:00,CNR5568332966,Success,CID912993,Prime SUV,Hebbal,Kadugodi,210,115,null,null,No,null,628,UPI,40,3.0,3.5
03 July 2024,13:18:00,CNR5071270134,Success,CID877731,Prime SUV,Chickpet,MG Road,252,135,null,null,No,null,286,Cash,20,3.9,3.6
24 July 2024,10:14:00,CNR4504472589,Canceled by Customer,CID189166,Prime Sedan,Chamarajpet,Malleshwaram,null,null,Driver is not moving towards pickup location,null,null,null,480,null,0,null,null
02 July 2024,06:46:00,CNR3204123089,Success,CID865131,Mini,Peenya,HSR Layout,70,25,null,null,No,null,444,Cash,38,4.8,3
13 July 2024,12:44:00,CNR4816034558,Success,CID810720,eBike,Devanahalli,Marathahalli,49,40,null,null,No,null,652,UPI,35,3.5,4
16 July 2024,23:09:00,CNR2982785360,Canceled by Driver,CID104136,Bike,Chickpet,Basavanagudi,null,null,null,Personal & Car related issue,null,null,457,null,0,null,null
02 July 2024,04:08:00,CNR9586281923,Canceled by Customer,CID126858,Prime Plus,Richmond Town,Ramamurthy Nagar,null,null,Wrong Address,null,null,null,313,null,0,null,null
24 July 2024,17:58:00,CNR7809779856,Canceled by Driver,CID628231,Bike,BTM Layout,Malleshwaram,null,null,null,Customer related issue,null,null,170,null,0,null,null
18 July 2024,18:48:00,CNR8250688099,Driver Not Found,CID427720,Prime SUV,Richmond Town,Chamarajpet,null,null,null,null,null,null,343,null,0,null,null
20 July 2024,23:04:00,CNR6408281861,Success,CID474636,eBike,Shantinagar,JP Nagar,147,25,null,null,No,null,110,UPI,8,3.7,3.9
11 July 2024,04:32:00,CNR5635114551,Canceled by Driver,CID258811,Bike,Whitefield,JP Nagar,null,null,null,More than permitted people in there,null,null,395,null,0,null,null
25 July 2024,05:43:00,CNR4963489278,Canceled by Driver,CID804600,Prime Sedan,Koramangala,Banashankari,null,null,null,Customer related issue,null,null,825,null,0,null,null
30 July 2024,07:40:00,CNR3580396956,Success,CID640219,Prime Plus,Rajarajeshwari Nagar,Langford Town,126,90,null,null,No,null,734,Cash,33,3.8,4.4
16 July 2024,13:21:00,CNR5036114629,Success,CID341348,eBike,Basavanagudi,Yelahanka,287,75,null,null,No,null,439,UPI,29,3.6,3.7
04 July 2024,15:01:00,CNR9911594372,Success,CID142146,Mini,Chickpet,Koramangala,196,60,null,null,No,null,242,UPI,38,3.4,3
28 July 2024,08:41:00,CNR7278665695,Success,CID654430,Prime SUV,Hennur,Varthur,70,105,null,null,No,null,552,UPI,26,3.2,4.1
08 July 2024,09:13:00,CNR6318281162,Canceled by Customer,CID254612,Prime Sedan,Nagarbhavi,Sarjapur Road,null,null,Driver is not moving towards pickup location,null,null,null,882,null,0,null,null
26 July 2024,02:41:00,CNR7993017432,Success,CID503070,Prime SUV,Malleshwaram,BTM Layout,287,115,null,null,No,null,830,UPI,43,4.5,4.7
05 July 2024,04:54:00,CNR9659738536,Success,CID995769,Mini,Basavanagudi,Mysore Road,182,50,null,null,No,null,412,UPI,38,3.7,4.9
20 July 2024,04:15:00,CNR4586354779,Driver Not Found,CID937412,Bike,Shantinagar,Kadugodi,null,null,null,null,null,null,350,null,0,null,null
18 July 2024,01:37:00,CNR7022860870,Success,CID219295,Prime Plus,Basavanagudi,Sarjapur Road,210,60,null,null,No,null,333,UPI,22,3.8,3.8
25 July 2024,02:11:00,CNR1825121100,Success,CID585655,Prime SUV,Banashankari,Cox Town,245,95,null,null,No,null,1843,Debit Card,5,3.3,4.4
14 July 2024,00:31:00,CNR9914731208,Driver Not Found,CID995619,Bike,Kengeri,Banashankari,null,null,null,null,null,null,919,null,0,null,null
29 July 2024,02:13:00,CNR6739378301,Success,CID431368,Auto,Ramamurthy Nagar,Banashankari,161,115,null,null,No,null,205,UPI,8,4.4,3.5
23 July 2024,23:36:00,CNR7360853265,Success,CID498676,Bike,Banashankari,Peenya,98,55,null,null,No,null,190,Cash,42,4.7,4.9
03 July 2024,19:38:00,CNR1896699131,Success,CID229978,Mini,Majestic,Majestic,273,85,null,null,No,null,398,UPI,6,3.7,4.3
13 July 2024,02:53:00,CNR1036001347,Success,CID625428,Auto,Kadugodi,Koramangala,168,40,null,null,No,null,311,Cash,1,3.7,4.5
18 July 2024,15:52:00,CNR7435107387,Driver Not Found,CID794004,Bike,BTM Layout,Marathahalli,null,null,null,null,null,null,901,null,0,null,null
01 July 2024,06:37:00,CNR2897530488,Success,CID961241,Prime SUV,Frazer Town,Kadugodi,77,145,null,null,No,null,127,UPI,21,3.8,3.3
02 July 2024,13:18:00,CNR7620784873,Success,CID473314,Prime SUV,Koramangala,Malleshwaram,77,135,null,null,No,null,426,UPI,2,5.0,3.8
12 July 2024,01:21:00,CNR4558592751,Success,CID303649,Prime SUV,Whitefield,Shantinagar,63,125,null,null,No,null,180,Cash,17,3.3,3.9
29 July 2024,17:50:00,CNR9772522655,Success,CID438102,Auto,Varthur,Richmond Town,140,80,null,null,No,null,1513,Cash,9,3.4,4
03 July 2024,13:50:00,CNR1262847447,Success,CID435387,Prime Sedan,Shantinagar,Marathahalli,63,80,null,null,No,null,921,Cash,47,4.9,4
24 July 2024,15:38:00,CNR3072816721,Canceled by Driver,CID453451,Prime Sedan,Ramamurthy Nagar,Frazer Town,null,null,null,More than permitted people in there,null,null,567,null,0,null,null
17 July 2024,19:52:00,CNR4861568111,Success,CID187683,Prime Plus,Malleshwaram,Shantinagar,84,50,null,null,No,null,1427,Cash,9,4.5,3.6
27 July 2024,16:08:00,CNR6149275370,Success,CID425855,Bike,RT Nagar,Marathahalli,231,45,null,null,No,null,368,UPI,14,3.1,3.5
20 July 2024,23:23:00,CNR6480357257,Success,CID345918,eBike,Indiranagar,HSR Layout,266,40,null,null,No,null,358,UPI,18,3.1,4
27 July 2024,14:08:00,CNR3668974910,Canceled by Customer,CID315736,eBike,Ulsoor,Langford Town,null,null,Wrong Address,null,null,null,222,null,0,null,null
13 July 2024,13:01:00,CNR8158246656,Success,CID572057,Prime Sedan,KR Puram,BTM Layout,203,85,null,null,No,null,171,Cash,7,4.5,4.4
29 July 2024,11:57:00,CNR8655871664,Canceled by Customer,CID418596,Prime SUV,Kadugodi,Whitefield,null,null,Change of plans,null,null,null,383,null,0,null,null
08 July 2024,21:54:00,CNR8980883100,Canceled by Driver,CID529264,Auto,Sarjapur Road,Malleshwaram,null,null,null,Customer related issue,null,null,761,null,0,null,null
13 July 2024,05:14:00,CNR9936103758,Success,CID890099,Prime Sedan,Yeshwanthpur,Hosur Road,280,110,null,null,No,null,260,Cash,19,3.9,3
23 July 2024,14:52:00,CNR4679288114,Canceled by Customer,CID290960,eBike,Hebbal,Mysore Road,null,null,Change of plans,null,null,null,1245,null,0,null,null
25 July 2024,03:43:00,CNR5599999670,Canceled by Customer,CID442264,Auto,Marathahalli,JP Nagar,null,null,Driver asked to cancel,null,null,null,137,null,0,null,null
27 July 2024,19:35:00,CNR2764987152,Success,CID526863,Prime Sedan,Marathahalli,Sarjapur Road,56,40,null,null,No,null,223,Cash,43,4.9,4.8
18 July 2024,10:22:00,CNR4661305592,Success,CID807946,Bike,Chickpet,KR Puram,259,125,null,null,No,null,759,Cash,32,3.6,4.4
13 July 2024,17:50:00,CNR1475768676,Driver Not Found,CID121862,eBike,Electronic City,Malleshwaram,null,null,null,null,null,null,206,null,0,null,null
22 July 2024,01:56:00,CNR2336567574,Canceled by Customer,CID514121,Bike,Chamarajpet,Chickpet,null,null,Driver asked to cancel,null,null,null,165,null,0,null,null
23 July 2024,14:21:00,CNR4731086359,Canceled by Customer,CID777681,Mini,KR Puram,RT Nagar,null,null,Driver asked to cancel,null,null,null,254,null,0,null,null
30 July 2024,02:41:00,CNR8090491342,Canceled by Driver,CID372487,Prime SUV,Ramamurthy Nagar,Hennur,null,null,null,Personal & Car related issue,null,null,276,null,0,null,null
16 July 2024,06:18:00,CNR9127681202,Success,CID436502,Prime SUV,MG Road,Langford Town,42,110,null,null,No,null,940,Cash,47,3.4,4.7
03 July 2024,15:04:00,CNR5286354298,Driver Not Found,CID478688,Prime SUV,Mysore Road,Marathahalli,null,null,null,null,null,null,246,null,0,null,null
28 July 2024,16:48:00,CNR8870734166,Success,CID796019,Prime SUV,Langford Town,MG Road,182,60,null,null,No,null,316,Cash,29,3.8,4.4
02 July 2024,01:11:00,CNR1190545889,Success,CID863539,Prime SUV,Bellandur,MG Road,84,70,null,null,No,null,468,UPI,33,4.6,4.4
03 July 2024,07:02:00,CNR5636504807,Canceled by Driver,CID425335,Prime Sedan,Yeshwanthpur,JP Nagar,null,null,null,Customer was coughing/sick,null,null,104,null,0,null,null
25 July 2024,23:09:00,CNR9942371749,Canceled by Customer,CID862608,Prime SUV,RT Nagar,Electronic City,null,null,Driver is not moving towards pickup location,null,null,null,145,null,0,null,null
06 July 2024,02:12:00,CNR6789090500,Success,CID460944,eBike,Chamarajpet,Indiranagar,245,120,null,null,No,null,272,Cash,35,4.7,3.8
09 July 2024,12:34:00,CNR1844854334,Success,CID985324,eBike,Kadugodi,KR Puram,294,100,null,null,No,null,239,Cash,16,4.1,3.8
19 July 2024,01:13:00,CNR2246026373,Success,CID122615,Prime Plus,Malleshwaram,Banashankari,280,120,null,null,No,null,1757,Cash,30,4.0,3.4
04 July 2024,08:02:00,CNR2243088727,Canceled by Driver,CID549911,Mini,Ulsoor,Marathahalli,null,null,null,Personal & Car related issue,null,null,478,null,0,null,null
12 July 2024,15:58:00,CNR7021692251,Success,CID160571,eBike,HSR Layout,Hosur Road,77,115,null,null,Yes,Vehicle Breakdown,477,UPI,28,3.7,3.3
03 July 2024,06:59:00,CNR8046778446,Success,CID992207,Prime Plus,Hebbal,Varthur,224,65,null,null,No,null,485,Cash,3,4.8,3.6
26 July 2024,13:15:00,CNR5898065640,Canceled by Customer,CID812748,Mini,Kadugodi,Banashankari,null,null,Change of plans,null,null,null,633,null,0,null,null
06 July 2024,02:38:00,CNR6934578961,Canceled by Driver,CID474257,Prime Sedan,Padmanabhanagar,Koramangala,null,null,null,Customer related issue,null,null,169,null,0,null,null
02 July 2024,00:57:00,CNR4742862800,Canceled by Driver,CID812893,eBike,Cox Town,Shivajinagar,null,null,null,Customer related issue,null,null,2660,null,0,null,null
11 July 2024,19:56:00,CNR4011812519,Canceled by Driver,CID389515,Auto,Vijayanagar,Koramangala,null,null,null,Customer was coughing/sick,null,null,2985,null,0,null,null
07 July 2024,17:58:00,CNR7887752770,Success,CID385994,Auto,Chamarajpet,Electronic City,35,55,null,null,No,null,261,Cash,18,4.1,4.2
14 July 2024,18:25:00,CNR5340020140,Success,CID878182,Prime Plus,Electronic City,Langford Town,259,70,null,null,No,null,272,UPI,12,3.4,3.2
09 July 2024,16:26:00,CNR6049297462,Canceled by Driver,CID312040,Prime SUV,Varthur,Bannerghatta Road,null,null,null,Customer related issue,null,null,106,null,0,null,null
04 July 2024,13:07:00,CNR6047579059,Canceled by Driver,CID487983,Bike,Whitefield,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,253,null,0,null,null
28 July 2024,21:23:00,CNR4825238196,Success,CID142127,Prime SUV,Ramamurthy Nagar,Frazer Town,63,50,null,null,No,null,386,Cash,27,4.7,3.2
19 July 2024,13:12:00,CNR2080513804,Success,CID559457,Auto,Mysore Road,Yelahanka,56,70,null,null,No,null,296,UPI,7,4.8,3.3
25 July 2024,15:28:00,CNR6875488883,Success,CID112362,Prime SUV,Hulimavu,Tumkur Road,84,30,null,null,No,null,2912,Cash,9,3.8,3.5
30 July 2024,16:53:00,CNR6546916337,Canceled by Driver,CID335055,Prime Sedan,HSR Layout,Sahakar Nagar,null,null,null,Personal & Car related issue,null,null,302,null,0,null,null
10 July 2024,18:56:00,CNR4943582434,Success,CID875751,Auto,Padmanabhanagar,Hennur,189,130,null,null,No,null,213,Cash,3,4.4,4.1
13 July 2024,00:23:00,CNR1935207341,Success,CID765079,Auto,Sarjapur Road,Yeshwanthpur,196,80,null,null,No,null,782,UPI,7,4.8,4.7
06 July 2024,02:35:00,CNR7637695392,Success,CID296742,Prime Plus,Rajarajeshwari Nagar,Majestic,140,115,null,null,No,null,393,Cash,20,3.4,4.4
25 July 2024,23:17:00,CNR7587940086,Success,CID527801,Mini,Nagarbhavi,Rajajinagar,217,70,null,null,No,null,876,Cash,28,3.0,3.5
04 July 2024,10:29:00,CNR5540451518,Success,CID132545,eBike,BTM Layout,Frazer Town,217,40,null,null,No,null,736,UPI,47,4.9,3.9
21 July 2024,16:41:00,CNR8036988689,Success,CID600892,Auto,Basavanagudi,Marathahalli,105,105,null,null,No,null,126,Cash,18,3.1,4.6
27 July 2024,08:57:00,CNR1143241219,Canceled by Customer,CID366966,Auto,JP Nagar,Sarjapur Road,null,null,Wrong Address,null,null,null,333,null,0,null,null
18 July 2024,18:31:00,CNR5006774010,Success,CID376690,Prime Sedan,Rajarajeshwari Nagar,Kammanahalli,238,110,null,null,Yes,Vehicle Breakdown,584,UPI,27,4.8,4
